"","Date","BURGLARY","FELONY ASSAULT","GRAND LARCENY","GRAND LARCENY OF MOTOR VEHICLE","MURDER & NON-NEGL. MANSLAUGHTE","RAPE","ROBBERY"
"3373",2015-03-27,38,41,131,12,0,3,38
"3374",2015-03-28,33,81,117,14,0,5,45
"3375",2015-03-29,25,60,92,17,0,1,41
"3376",2015-03-30,34,39,101,19,2,4,49
"3377",2015-03-31,33,50,122,16,1,2,43
"3378",2015-04-01,42,51,146,18,0,7,41
"3379",2015-04-02,28,45,120,20,1,1,32
"3380",2015-04-03,43,53,124,21,0,2,43
"3381",2015-04-04,29,53,111,15,1,4,41
"3382",2015-04-05,30,70,70,11,2,1,28
"3383",2015-04-06,43,47,116,23,0,8,39
"3384",2015-04-07,31,42,90,14,0,1,47
"3385",2015-04-08,45,41,84,22,1,1,26
"3386",2015-04-09,37,32,105,26,0,1,33
"3387",2015-04-10,40,35,111,26,0,0,35
"3388",2015-04-11,35,53,123,16,0,3,47
"3389",2015-04-12,24,55,101,21,1,4,43
"3390",2015-04-13,49,52,109,17,1,2,36
"3391",2015-04-14,23,51,111,20,0,2,51
"3392",2015-04-15,33,56,133,20,3,5,45
"3393",2015-04-16,45,44,117,20,3,1,42
"3394",2015-04-17,39,63,120,14,2,4,52
"3395",2015-04-18,35,77,119,20,0,6,57
"3396",2015-04-19,28,68,94,20,3,5,45
"3397",2015-04-20,38,38,117,27,0,2,32
"3398",2015-04-21,40,58,113,23,1,2,38
"3399",2015-04-22,38,49,110,27,0,4,40
"3400",2015-04-23,37,53,119,21,0,1,39
"3401",2015-04-24,49,55,115,28,0,1,44
"3402",2015-04-25,36,48,106,28,0,3,43
"3403",2015-04-26,25,72,92,16,0,4,35
"3404",2015-04-27,37,49,128,32,4,4,34
"3405",2015-04-28,42,48,125,21,0,4,34
"3406",2015-04-29,46,80,128,18,1,2,39
"3407",2015-04-30,32,60,130,19,0,2,40
"3408",2015-05-01,53,55,174,22,0,8,49
"3409",2015-05-02,39,47,107,17,1,4,41
"3410",2015-05-03,29,98,86,20,0,3,45
"3411",2015-05-04,32,67,110,19,0,4,52
"3412",2015-05-05,43,69,126,21,1,4,31
"3413",2015-05-06,36,57,102,19,0,3,41
"3414",2015-05-07,43,54,115,12,1,4,45
"3415",2015-05-08,54,55,145,21,1,2,46
"3416",2015-05-09,31,77,99,31,1,5,41
"3417",2015-05-10,34,68,127,26,3,3,46
"3418",2015-05-11,36,56,106,27,3,2,60
"3419",2015-05-12,44,46,123,18,1,3,48
"3420",2015-05-13,59,59,112,22,1,4,49
"3421",2015-05-14,47,55,137,15,0,4,39
"3422",2015-05-15,64,47,125,25,0,1,44
"3423",2015-05-16,26,65,111,27,0,4,40
"3424",2015-05-17,22,64,102,21,1,4,33
"3425",2015-05-18,49,64,122,22,2,4,52
"3426",2015-05-19,41,44,113,18,1,4,37
"3427",2015-05-20,52,55,118,14,1,1,49
"3428",2015-05-21,40,49,118,24,0,3,46
"3429",2015-05-22,61,51,124,22,2,5,35
"3430",2015-05-23,41,76,104,20,1,4,43
"3431",2015-05-24,32,78,96,13,1,4,51
"3432",2015-05-25,27,59,86,22,1,4,44
"3433",2015-05-26,57,67,114,20,3,2,58
"3434",2015-05-27,47,62,114,22,1,3,66
"3435",2015-05-28,35,49,142,29,1,3,51
"3436",2015-05-29,48,41,147,27,2,3,61
"3437",2015-05-30,34,76,129,16,6,4,45
"3438",2015-05-31,38,63,96,7,0,3,49
"3439",2015-06-01,41,52,162,18,0,15,41
"3440",2015-06-02,46,38,106,21,2,5,45
"3441",2015-06-03,41,37,119,9,1,3,40
"3442",2015-06-04,52,46,128,18,0,3,32
"3443",2015-06-05,42,61,126,17,0,2,42
"3444",2015-06-06,40,63,104,27,1,4,44
"3445",2015-06-07,17,68,109,24,1,0,39
"3446",2015-06-08,49,59,126,22,1,0,29
"3447",2015-06-09,34,62,123,26,1,1,45
"3448",2015-06-10,46,66,126,20,3,6,42
"3449",2015-06-11,52,39,116,21,0,3,46
"3450",2015-06-12,49,65,113,17,1,3,40
"3451",2015-06-13,42,82,89,15,1,4,50
"3452",2015-06-14,31,66,95,22,1,7,36
"3453",2015-06-15,46,58,110,25,0,3,44
"3454",2015-06-16,54,56,104,8,0,5,50
"3455",2015-06-17,44,50,129,21,0,3,46
"3456",2015-06-18,48,48,126,29,1,4,44
"3457",2015-06-19,53,56,134,25,0,7,42
"3458",2015-06-20,29,76,102,13,1,2,53
"3459",2015-06-21,40,67,113,10,0,7,54
"3460",2015-06-22,45,65,118,31,1,7,47
"3461",2015-06-23,41,76,112,13,0,1,41
"3462",2015-06-24,42,55,119,20,0,4,49
"3463",2015-06-25,38,52,125,23,2,0,34
"3464",2015-06-26,59,56,130,17,1,5,50
"3465",2015-06-27,41,75,126,15,1,2,53
"3466",2015-06-28,34,57,111,11,1,1,41
"3467",2015-06-29,41,65,113,22,2,2,53
"3468",2015-06-30,50,62,141,20,0,5,31
"3469",2015-07-01,42,53,145,28,1,7,52
"3470",2015-07-02,44,47,114,26,0,1,39
"3471",2015-07-03,54,70,119,25,2,5,67
"3472",2015-07-04,26,79,97,17,1,5,48
"3473",2015-07-05,25,90,94,17,1,4,42
"3474",2015-07-06,39,59,107,17,0,3,41
"3475",2015-07-07,39,66,129,22,2,3,44
"3476",2015-07-08,37,49,123,22,1,5,38
"3477",2015-07-09,39,52,148,19,1,3,46
"3478",2015-07-10,35,58,114,22,0,6,37
"3479",2015-07-11,32,83,124,21,0,5,59
"3480",2015-07-12,30,92,111,28,0,5,72
"3481",2015-07-13,44,66,119,26,3,4,44
"3482",2015-07-14,35,55,114,20,1,8,33
"3483",2015-07-15,61,58,140,17,1,2,40
"3484",2015-07-16,52,52,125,21,1,0,49
"3485",2015-07-17,66,59,145,25,2,3,49
"3486",2015-07-18,28,74,111,20,2,5,57
"3487",2015-07-19,31,98,112,18,3,3,43
"3488",2015-07-20,51,50,138,20,0,5,50
"3489",2015-07-21,44,61,127,17,0,4,51
"3490",2015-07-22,56,56,142,20,1,0,58
"3491",2015-07-23,49,62,129,15,4,0,53
"3492",2015-07-24,57,53,145,21,1,6,46
"3493",2015-07-25,53,78,129,23,2,1,46
"3494",2015-07-26,36,99,117,25,1,5,59
"3495",2015-07-27,55,48,141,27,0,1,43
"3496",2015-07-28,35,62,138,26,0,2,65
"3497",2015-07-29,61,61,126,22,0,5,58
"3498",2015-07-30,49,55,134,27,0,5,54
"3499",2015-07-31,62,60,184,17,0,3,41
"3500",2015-08-01,49,81,155,20,1,7,60
"3501",2015-08-02,37,109,113,24,2,6,41
"3502",2015-08-03,55,61,139,18,0,2,45
"3503",2015-08-04,47,63,133,28,1,4,45
"3504",2015-08-05,46,62,130,19,1,3,60
"3505",2015-08-06,56,57,117,26,0,4,44
"3506",2015-08-07,64,68,147,21,2,2,48
"3507",2015-08-08,36,60,149,28,1,4,60
"3508",2015-08-09,32,77,100,10,0,4,46
"3509",2015-08-10,38,58,146,19,0,4,65
"3510",2015-08-11,40,53,112,25,0,3,53
"3511",2015-08-12,42,63,125,31,0,4,60
"3512",2015-08-13,35,72,142,30,1,7,50
"3513",2015-08-14,72,59,149,27,1,6,56
"3514",2015-08-15,39,57,134,21,1,5,59
"3515",2015-08-16,39,85,90,19,4,3,48
"3516",2015-08-17,48,77,102,17,1,3,39
"3517",2015-08-18,51,63,121,27,0,3,48
"3518",2015-08-19,53,58,130,29,0,1,50
"3519",2015-08-20,41,59,125,27,1,0,58
"3520",2015-08-21,61,61,141,24,2,2,52
"3521",2015-08-22,44,90,115,23,4,4,65
"3522",2015-08-23,37,103,112,25,1,2,57
"3523",2015-08-24,41,62,138,27,2,4,57
"3524",2015-08-25,44,61,145,31,1,5,48
"3525",2015-08-26,56,58,127,30,2,0,55
"3526",2015-08-27,43,45,130,23,0,0,51
"3527",2015-08-28,51,66,147,23,2,7,50
"3528",2015-08-29,34,67,129,15,1,5,67
"3529",2015-08-30,38,105,95,18,2,5,54
"3530",2015-08-31,34,63,108,25,1,1,50
"3531",2015-09-01,42,65,130,32,1,4,66
"3532",2015-09-02,30,73,116,15,0,3,51
"3533",2015-09-03,51,43,167,23,0,1,41
"3534",2015-09-04,66,58,160,26,3,1,46
"3535",2015-09-05,45,64,136,16,2,3,47
"3536",2015-09-06,33,79,102,21,0,9,42
"3537",2015-09-07,37,69,103,32,2,3,55
"3538",2015-09-08,32,49,142,22,2,0,48
"3539",2015-09-09,51,61,120,18,1,1,50
"3540",2015-09-10,38,34,142,33,1,3,51
"3541",2015-09-11,68,68,129,30,1,4,43
"3542",2015-09-12,52,80,123,22,1,4,55
"3543",2015-09-13,33,80,104,33,0,5,59
"3544",2015-09-14,38,46,119,24,2,3,52
"3545",2015-09-15,48,49,132,27,1,4,49
"3546",2015-09-16,46,48,116,27,1,4,53
"3547",2015-09-17,41,44,133,23,1,6,43
"3548",2015-09-18,51,65,146,28,0,3,56
"3549",2015-09-19,39,78,148,27,3,11,72
"3550",2015-09-20,47,79,105,23,4,9,60
"3551",2015-09-21,49,53,148,20,1,1,45
"3552",2015-09-22,53,70,122,27,0,3,56
"3553",2015-09-23,36,45,126,34,0,1,61
"3554",2015-09-24,45,41,107,29,0,2,35
"3555",2015-09-25,56,58,127,24,1,4,44
"3556",2015-09-26,46,74,92,18,2,5,41
"3557",2015-09-27,38,65,103,33,1,1,41
"3558",2015-09-28,52,59,132,30,2,1,56
"3559",2015-09-29,47,52,108,26,0,0,55
"3560",2015-09-30,58,49,103,27,1,3,46
"3561",2015-10-01,53,41,199,20,0,6,41
"3562",2015-10-02,44,52,137,19,0,3,47
"3563",2015-10-03,31,49,101,18,1,3,48
"3564",2015-10-04,37,65,116,26,4,5,42
"3565",2015-10-05,48,51,134,18,1,2,49
"3566",2015-10-06,52,64,129,18,1,4,47
"3567",2015-10-07,34,51,125,20,0,1,48
"3568",2015-10-08,53,49,126,16,1,3,46
"3569",2015-10-09,54,62,130,35,1,2,51
"3570",2015-10-10,41,73,136,22,0,4,50
"3571",2015-10-11,21,62,129,28,2,4,48
"3572",2015-10-12,44,51,128,28,1,2,52
"3573",2015-10-13,43,61,116,23,0,2,52
"3574",2015-10-14,52,52,127,19,1,5,31
"3575",2015-10-15,46,53,125,18,1,4,61
"3576",2015-10-16,54,47,119,24,0,4,61
"3577",2015-10-17,40,41,131,20,3,3,46
"3578",2015-10-18,32,68,94,17,1,3,52
"3579",2015-10-19,48,48,127,20,0,4,54
"3580",2015-10-20,49,52,139,17,1,1,45
"3581",2015-10-21,50,57,127,23,0,4,56
"3582",2015-10-22,45,54,137,26,1,6,62
"3583",2015-10-23,51,52,131,18,0,3,47
"3584",2015-10-24,37,49,95,20,0,4,45
"3585",2015-10-25,31,71,124,22,1,5,53
"3586",2015-10-26,40,40,123,25,3,0,51
"3587",2015-10-27,45,57,98,21,1,0,48
"3588",2015-10-28,50,37,111,23,1,4,51
"3589",2015-10-29,52,51,116,19,1,1,53
"3590",2015-10-30,50,58,126,17,0,6,59
"3591",2015-10-31,44,96,132,25,3,0,61
"3592",2015-11-01,24,95,117,19,1,3,60
"3593",2015-11-02,52,46,99,22,0,3,68
"3594",2015-11-03,46,52,120,21,0,3,48
"3595",2015-11-04,42,41,136,20,1,5,53
"3596",2015-11-05,42,68,110,18,0,3,52
"3597",2015-11-06,54,53,137,17,0,3,55
"3598",2015-11-07,47,71,133,19,0,3,48
"3599",2015-11-08,29,57,110,22,1,3,51
"3600",2015-11-09,46,47,124,23,2,2,50
"3601",2015-11-10,57,41,119,19,2,2,54
"3602",2015-11-11,31,44,99,15,1,1,48
"3603",2015-11-12,43,44,112,24,0,2,57
"3604",2015-11-13,47,45,142,19,0,4,47
"3605",2015-11-14,30,51,130,20,0,4,39
"3606",2015-11-15,33,57,88,20,2,5,38
"3607",2015-11-16,51,44,115,34,0,2,67
"3608",2015-11-17,57,49,113,27,0,1,48
"3609",2015-11-18,50,40,110,13,2,1,43
"3610",2015-11-19,45,51,118,20,0,5,49
"3611",2015-11-20,51,53,130,23,2,1,52
"3612",2015-11-21,43,62,117,23,1,3,33
"3613",2015-11-22,26,69,99,28,0,6,40
"3614",2015-11-23,54,40,105,20,0,1,48
"3615",2015-11-24,52,44,110,14,2,2,52
"3616",2015-11-25,60,64,111,22,1,1,53
"3617",2015-11-26,43,60,84,18,1,6,32
"3618",2015-11-27,40,52,132,16,2,6,44
"3619",2015-11-28,43,56,96,19,1,7,51
"3620",2015-11-29,26,45,97,14,0,2,51
"3621",2015-11-30,47,49,113,21,0,2,44
"3622",2015-12-01,42,35,118,19,1,3,56
"3623",2015-12-02,52,40,114,20,0,3,62
"3624",2015-12-03,34,33,110,13,2,4,41
"3625",2015-12-04,58,38,128,21,0,2,56
"3626",2015-12-05,27,68,106,14,1,0,51
"3627",2015-12-06,28,64,104,11,1,6,47
"3628",2015-12-07,37,50,119,12,1,7,52
"3629",2015-12-08,39,35,117,13,0,1,57
"3630",2015-12-09,36,53,98,20,1,2,46
"3631",2015-12-10,44,44,112,11,1,5,60
"3632",2015-12-11,52,67,139,25,2,0,48
"3633",2015-12-12,30,86,136,23,0,4,61
"3634",2015-12-13,24,61,117,17,1,3,77
"3635",2015-12-14,60,48,118,18,1,1,45
"3636",2015-12-15,54,51,106,16,0,4,48
"3637",2015-12-16,48,37,128,12,0,2,53
"3638",2015-12-17,50,48,99,17,1,1,31
"3639",2015-12-18,57,46,138,21,0,1,62
"3640",2015-12-19,52,66,101,20,2,1,44
"3641",2015-12-20,32,59,104,18,1,3,46
"3642",2015-12-21,33,47,95,14,0,5,54
"3643",2015-12-22,42,32,129,16,0,2,56
"3644",2015-12-23,43,34,97,15,0,0,42
"3645",2015-12-24,47,45,121,14,1,3,46
"3646",2015-12-25,31,76,59,16,0,4,40
"3647",2015-12-26,29,63,94,11,1,5,44
"3648",2015-12-27,31,54,86,16,0,2,47
"3649",2015-12-28,32,33,77,24,2,4,53
"3650",2015-12-29,37,35,74,15,0,1,48
"3651",2015-12-30,29,41,90,13,1,2,51
"3652",2015-12-31,25,43,53,7,1,0,37
